State,County,Facility_N,Facility_T,Owner,Latitude,Longitude,Functional
Upper Nile,Rumbek Centre,Malek PHCU,PHCU,MoH,8.81628,33.04726,Non Functional
Upper Nile,Ulang,Riang PHCU,PHCU,MoH,9.09084,32.74648,Functional
Upper Nile,Ulang,Dome P.H.C Unit PHCU,PHCU,MoH,8.88005,32.57227,Functional
Upper Nile,Ulang,Dura PHCU,PHCU,MoH,8.79459,32.70097,Functional
Upper Nile,Ulang,Bimbim PHCU,PHCU,MoH,8.78051,32.84986,Functional
Upper Nile,Ulang,Rup Board PHCC,PHCC,MoH,8.66914,32.79145,Functional
Upper Nile,Ulang,Ulang PHCC,PHCC,MoH,8.65595,32.7204,Functional
Upper Nile,Ulang,Yomding PHCU,PHCU,MoH,8.63562,32.83852,Functional
Upper Nile,Ulang,Kuich PHCU,PHCU,MoH,8.60299,32.90627,Functional
Warrap,Fangak,Mandeng PHCU,PHCU,MoH,8.57593,27.96555,Non Functional
Warrap,Gogrial East,Mangol PHCU,PHCU,MoH,8.83025,28.54606,Functional
Warrap,Gogrial East,Nyany Mayenjur PHCU,PHCU,MoH,8.74021,28.64144,Non Functional
Warrap,Gogrial East,Majak Nyiuom PHCU,PHCU,MoH,8.72579,28.5307,Functional
Warrap,Gogrial East,Ajogo PHCU,PHCU,MoH,8.70715,28.4252,Functional
Warrap,Gogrial East,Liefnhom PHCC,PHCC,MoH,8.59759,28.4726,Functional
Warrap,Gogrial East,Awut Wut PHCU,PHCU,MoH,8.59385,28.61432,Functional
Warrap,Gogrial East,Agaigai PHCU,PHCU,MoH,8.52535,28.54322,Non Functional
Warrap,Gogrial East,Billic PHCU,PHCU,MoH,8.47677,28.48088,Non Functional
Warrap,Gogrial East,Pinydit PHCU,PHCU,MoH,8.41557,28.34449,Functional
Warrap,Gogrial East,Mayom Chol PHCU,PHCU,MoH,8.41054,28.40509,Functional
Warrap,Gogrial East,Ruot PHCU,PHCU,MoH,8.40758,28.46314,Functional
Warrap,Gogrial East,Maliai PHCU,PHCU,MoH,8.39322,28.54096,Functional
Warrap,Gogrial East,Angeruger PHCU,PHCU,MoH,8.37118,28.4263,Functional
Warrap,Gogrial East,Tarweng PHCU,PHCU,MoH,8.35256,28.35424,Non Functional
Warrap,Gogrial East,Mawut PHCU,PHCU,MoH,8.31094,28.35917,Non Functional
Warrap,Gogrial East,Wunakoc PHCU,PHCU,MoH,8.26655,28.34295,Functional
Warrap,Gogrial East,Yiikadoor PHCU,PHCU,MoH,8.24721,28.46353,Functional
Warrap,Gogrial East,Mayom-Biong PHCU,PHCU,MoH,8.23418,28.59403,Functional
Warrap,Gogrial East,Luonyaker PHCC,PHCC,MoH,8.22963,28.38975,Functional
Warrap,Gogrial East,Thonghoc PHCU,PHCU,MoH,8.19011,28.46104,Non Functional
Warrap,Gogrial East,Matiel PHCU,PHCU,MoH,8.14511,28.22859,Functional
Warrap,Gogrial West,Panacier PHCU,PHCU,MoH,8.615566,28.361063,Functional
Warrap,Gogrial West,Angui PHCU,PHCU,MoH,9.029983,27.749917,Non Functional
Warrap,Gogrial West,Mayen Pajok PHCU,PHCU,MoH,9.01653,27.92304,Functional
Warrap,Gogrial West,Peeth PHCU,PHCU,MoH,8.96718,28.01134,Functional
Warrap,Gogrial West,Nyieth PHCU,PHCU,MoH,8.958603,27.924498,Non Functional
Warrap,Gogrial West,Pakor PHCU,PHCU,MoH,8.93477,28.11781,Functional
Warrap,Gogrial West,Akon PHCU,PHCU,MoH,8.887348,27.95695,Functional
Warrap,Gogrial West,Panliet PHCU,PHCU,MoH,8.84237,28.25539,Functional
Warrap,Gogrial West,Keet PHCU,PHCU,MoH,8.81848,28.07093,Functional
Warrap,Gogrial West,Agaat Dit PHCU,PHCU,MoH,8.784108,27.996902,Non Functional
Warrap,Gogrial West,Anguoth PHCU,PHCU,MoH,8.77675,28.20044,Functional
Warrap,Gogrial West,Mayom PHCU_Gogrial,PHCU,MoH,8.73709,28.1993,Functional
Warrap,Gogrial West,Mayom Totin PHCU,PHCU,MoH,8.682773,28.27306,Functional
Warrap,Gogrial West,Alek PHCC,PHCC,MoH,8.66394,28.14856,Functional
Warrap,Gogrial West,Atuk Kuel PHCU,PHCU,MoH,8.64406,27.99594,Functional
Warrap,Gogrial West,Nyokthiang PHCU,PHCU,MoH,8.59416,28.121267,Functional
Warrap,Gogrial West,Maluil Ajak PHCU,PHCU,MoH,8.52884,27.97612,Functional
Warrap,Gogrial West,Gogrial PHCC,PHCC,MoH,8.52683,28.10014,Functional
Warrap,Gogrial West,Mayen-gumel PHCU,PHCU,MoH,8.45276,28.120064,Functional
Warrap,Gogrial West,Aywang PHCU,PHCU,MoH,8.3847,28.17584,Non Functional
Warrap,Gogrial West,Prison PHCC,PHCC,MoH,8.30554,27.97337,Functional
Warrap,Gogrial West,Kuajok PHCC,PHCC,MoH,8.29658,27.98236,Functional
Warrap,Gogrial West,Ajiep PHCC,PHCC,MoH,8.26555,28.08942,Functional
Warrap,Gogrial West,Warap State Hospital,State Hospital,MoH,8.25446,27.9832,Non Functional
Warrap,Gogrial West,Aget PHCU,PHCU,MoH,8.2462,27.9813,Functional
Warrap,Gogrial West,Paweng PHCU,PHCU,MoH,8.180953,28.159518,Functional
Warrap,Gogrial West,Thurnyior PHCU,PHCU,MoH,8.14492,28.13195,Functional
Warrap,Gogrial West,Magat PHCU,PHCU,MoH,8.10439,28.00818,Functional
Warrap,Gogrial West,Adet PHCU,PHCU,MoH,8.027464,28.137687,Functional
Warrap,Tonj East,Kuelcuk PHCU,PHCU,MoH,8.04948,29.30799,Functional
Warrap,Tonj East,Wuncuei PHCU,PHCU,MoH,8.01639,29.44762,Functional
Warrap,Tonj East,Makuac PHCU,PHCU,MoH,7.98747,29.4768,Functional
Warrap,Tonj East,Paliang PHCU,PHCU,MoH,7.97757,29.31542,Functional
Warrap,Tonj East,Romic PHCC,PHCC,MoH,7.97388,29.28374,Functional
Warrap,Tonj East,Kacuat PHCU,PHCU,MoH,7.94678,29.17935,Functional
Warrap,Tonj East,Ngabagok PHCC,PHCC,MoH,7.84595,29.09491,Functional
Warrap,Tonj East,Wunlit PHCU,PHCU,MoH,7.84217,29.23152,Functional
Warrap,Tonj East,Mayen PHCU,PHCU,MoH,7.83844,29.27408,Functional
Warrap,Tonj East,Ananatak PHCU,PHCU,MoH,7.732197,29.025414,Functional
Warrap,Tonj East,Palal PHCU,PHCU,MoH,7.71686,28.94012,Functional
Warrap,Tonj East,Akiar PHCU,PHCU,MoH,7.65293,28.8862,Non Functional
Warrap,Tonj East,Aloor PHCU,PHCU,MoH,0,0,Functional
Warrap,Tonj East,Rumabuth PHCU,PHCU,MoH,0,0,Functional
Warrap,Tonj North,Majak Lou PHCU,PHCU,MoH,8.61208,28.84392,Non Functional
Warrap,Tonj North,Alabek PHCC,PHCC,MoH,8.53458,28.92701,Functional
Warrap,Tonj North,Aliek PHCC,PHCC,MoH,8.39527,28.6873,Functional
Warrap,Tonj North,Akop PHCC,PHCC,MoH,8.35847,29.16467,Functional
Warrap,Tonj North,Athieng-Pool PHCU,PHCU,MoH,8.349057,29.073364,Non Functional
Warrap,Tonj North,Roorkou PHCU,PHCU,MoH,8.33841,28.74103,Non Functional
Warrap,Tonj North,Awul PHCU,PHCU,MoH,8.18881,28.73599,Functional
Warrap,Tonj North,Aporlang PHCU,PHCU,MoH,8.14527,28.54036,Functional
Warrap,Tonj North,Pankot PHCU,PHCU,MoH,8.122323,28.393121,Functional
Warrap,Tonj North,Rualbet PHCU,PHCU,MoH,8.11706,28.94149,Functional
Warrap,Tonj North,Parasika PHCU,PHCU,MoH,8.09045,28.92125,Functional
Warrap,Tonj North,Warrap PHCC,PHCC,MoH,8.08953,28.63808,Functional
Warrap,Tonj North,Akurbiok PHCU,PHCU,MoH,8.08752,28.45827,Functional
Warrap,Tonj North,Roomtit PHCU,PHCU,MoH,8.07958,28.53578,Functional
Warrap,Tonj North,Marial-lou PHCU,PHCU,MoH,8.04281,29.18986,Functional
Warrap,Tonj North,Marial Rural Hospital,County Hospital,MoH,8.04281,29.18986,Functional
Warrap,Tonj North,Daniel Comboni Hospital PHCC,PHCC,Mission-NGO,8.03315,29.18271,Functional
Warrap,Tonj North,Pagakdit PHCU,PHCU,MoH,7.99254,28.4979,Functional
Warrap,Tonj North,Manloor PHCU,PHCU,MoH,7.97671,28.41611,Functional
Warrap,Tonj North,Madhiath PHCU,PHCU,MoH,7.93048,28.8302,Functional
Warrap,Tonj North,Marial Abook PHCU,PHCU,MoH,7.900313,28.442264,Functional
Warrap,Tonj North,Kirrik PHCU,PHCU,MoH,7.88546,28.81618,Functional
Warrap,Tonj North,Pabukchak PHCU,PHCU,MoH,7.83667,28.71386,Functional
Warrap,Tonj North,Lurchuk PHCU,PHCU,MoH,7.83118,28.44726,Functional
Warrap,Tonj North,Pagol PHCU,PHCU,MoH,7.69988,28.5802,Functional
Warrap,Tonj North,Indeed Truth PHCU,PHCU,MoH,0,0,Functional
Warrap,Tonj South,Angur PHCU,PHCU,MoH,7.101228,28.466777,Functional
Warrap,Tonj South,Panakdie PHCU,PHCU,MoH,7.69809,28.7701,Functional
Warrap,Tonj South,Jak PHCU,PHCU,MoH,7.66649,28.70149,Functional
Warrap,Tonj South,Thiet PHCC,PHCC,MoH,7.60818,28.81046,Functional
Warrap,Tonj South,Pawel PHCU,PHCU,MoH,7.56307,28.72435,Functional
Warrap,Tonj South,Wanh Alel PHCU,PHCU,MoH,7.48415,28.84859,Functional
Warrap,Tonj South,Mabior-Yar PHCU,PHCU,MoH,7.48179,28.78437,Functional
Warrap,Tonj South,Malual-Mok PHCU,PHCU,MoH,7.3994,28.74102,Functional
Warrap,Tonj South,Manyiel-Thony PHCU,PHCU,MoH,7.38818,28.97801,Functional
Warrap,Tonj South,Kal Ruel PHCU,PHCU,MoH,7.27701,28.68364,Functional
Warrap,Tonj South,Tonj Hospital,County Hospital,MoH,7.2767,28.67984,Functional
Warrap,Tonj South,Don Bosco PHCC,PHCC,MoH,7.27196,28.67888,Functional
Warrap,Tonj South,Aguka PHCU,PHCU,MoH,6.97993,28.71626,Functional
Warrap,Twic,Dhiau Agaal PHCU,PHCU,MoH,9.164258,27.975772,Functional
Warrap,Twic,Ajak Kuac PHCC,PHCC,MoH,9.29088,28.70991,Functional
Warrap,Twic,Anyiel PHCU,PHCU,MoH,9.25994,28.5385,Functional
Warrap,Twic,Molbang PHCU,PHCU,MoH,9.2529,28.68295,Functional
Warrap,Twic,Yiik Thon PHCU,PHCU,MoH,9.23583,28.05395,Functional
Warrap,Twic,Majok Noon PHCC,PHCC,MoH,9.20329,28.58958,Functional
Warrap,Twic,Majak Pagai PHCU,PHCU,MoH,9.17019,28.22664,Functional
Warrap,Twic,Marial Maper PHCU,PHCU,MoH,9.16903,28.51294,Functional
Warrap,Twic,Mayen Abun PHCC,PHCC,MoH,9.16251,28.36225,Functional
Warrap,Twic,Malou-Hol PHCU,PHCU,MoH,9.13445,28.26907,Functional
Warrap,Twic,Bolyom PHCU,PHCU,MoH,9.10915,28.60851,Non Functional
Warrap,Twic,Bulyom PHCU,PHCU,MoH,9.10886,28.60445,Functional
Warrap,Twic,Maper PHCU,PHCU,MoH,9.10537,28.49793,Functional
Warrap,Twic,Aweng PHCC,PHCC,MoH,9.09878,28.55953,Functional
Warrap,Twic,Turalei PHCC,PHCC,MoH,9.09552,28.4302,Functional
Warrap,Twic,Mother Teresa Hospital,County Hospital,MoH,9.09488,28.42433,Functional
Warrap,Twic,Toch Noon PHCU,PHCU,MoH,9.08858,27.98456,Functional
Warrap,Twic,Pannyok PHCU,PHCU,MoH,9.08483,28.20681,Functional
Warrap,Twic,Ajong PHCU,PHCU,MoH,9.0791,28.34331,Functional
Warrap,Twic,Akok PHCC,PHCC,MoH,9.0687,28.11443,Functional
Warrap,Twic,Pandit PHCU_Twic,PHCU,MoH,9.00577,28.36794,Functional
Warrap,Twic,Tuele PHCU,PHCU,MoH,8.997184,28.211872,Functional
Warrap,Twic,Wunrok PHCC,PHCC,MoH,8.9928,28.29156,Functional
Warrap,Twic,Titcok PHCU,PHCU,MoH,8.94464,28.28687,Functional
Warrap,Twic,Magak PHCC,PHCC,MoH,8.89666,28.34731,Functional
Western Bahr el Ghazal,Jur River,Alelthouny PHCU,PHCU,MoH,8.27767,27.85517,Functional
Western Bahr el Ghazal,Jur River,Dhekou PHCU,PHCU,MoH,8.26671,27.6254,Functional
Western Bahr el Ghazal,Jur River,Tikow PHCU,PHCU,MoH,8.26669,27.62504,Functional
Western Bahr el Ghazal,Jur River,Kangi PHCU,PHCU,MoH,8.14523,27.65892,Functional
Western Bahr el Ghazal,Jur River,Ajomgo PHCU,PHCU,MoH,8.07391,27.62208,Functional
Western Bahr el Ghazal,Jur River,Udici PHCC,PHCC,MoH,8.06978,27.72219,Functional
Western Bahr el Ghazal,Jur River,Tharqueny PHCU,PHCU,MoH,8.01116,27.99872,Functional
Western Bahr el Ghazal,Jur River,Mabior Abiem PHCU,PHCU,MoH,8.00551,28.04424,Functional
Western Bahr el Ghazal,Jur River,Thilic PHCU,PHCU,MoH,7.988637,28.10153,Functional
Western Bahr el Ghazal,Jur River,Barurud PHCU,PHCU,MoH,7.96843,27.52001,Functional
Western Bahr el Ghazal,Jur River,Bar Urod PHCU,PHCU,MoH,7.96064,27.51229,Functional
Western Bahr el Ghazal,Jur River,Kanyango PHCU,PHCU,MoH,7.95359,27.67363,Functional
Western Bahr el Ghazal,Jur River,Gette PHCU,PHCU,MoH,7.94617,27.84684,Functional
Western Bahr el Ghazal,Jur River,Achongchong PHCC,PHCC,MoH,7.92934,28.17447,Functional
Western Bahr el Ghazal,Jur River,Nyinakok PHCU,PHCU,MoH,7.92325,28.03379,Functional
Western Bahr el Ghazal,Jur River,Warrieth PHCU,PHCU,MoH,7.91109,27.87704,Functional
Western Bahr el Ghazal,Jur River,Marial Bai Wau PHCC,PHCC,MoH,7.89063,27.97841,Functional
Western Bahr el Ghazal,Jur River,Barakol PHCU,PHCU,MoH,7.853299,27.772595,Functional
Western Bahr el Ghazal,Jur River,Atido PHCU,PHCU,MoH,7.85211,27.89965,Functional
Western Bahr el Ghazal,Jur River,Maluil PHCU,PHCU,MoH,7.82367,27.96638,Functional
Western Bahr el Ghazal,Jur River,Madil PHCU,PHCU,MoH,7.821247,28.002049,Functional
Western Bahr el Ghazal,Jur River,Akrok PHCU,PHCU,MoH,7.796958,27.981124,Functional
Western Bahr el Ghazal,Jur River,Roc Roc Dong PHCU,PHCU,MoH,7.78218,28.11294,Functional
Western Bahr el Ghazal,Jur River,Kuam PHCU,PHCU,MoH,7.78121,28.02686,Functional
Western Bahr el Ghazal,Jur River,Alel Chok PHCU,PHCU,MoH,7.778172,27.978487,Functional
Western Bahr el Ghazal,Jur River,Marial Ayieth PHCU,PHCU,MoH,7.77215,27.99695,Functional
Western Bahr el Ghazal,Jur River,Baryar PHCU,PHCU,MoH,7.75632,27.96523,Functional
Western Bahr el Ghazal,Jur River,Achot PHCU,PHCU,MoH,7.70826,28.15446,Functional
Western Bahr el Ghazal,Jur River,E: Bank PHCC,PHCC,MoH,7.70752,28.02515,Functional
Western Bahr el Ghazal,Jur River,Abou PHCU,PHCU,MoH,7.706188,28.11782,Functional
Western Bahr el Ghazal,Jur River,Mbili PHCU,PHCU,MoH,7.56912,28.229134,Functional
Western Bahr el Ghazal,Jur River,Marranya PHCU,PHCU,MoH,7.55233,28.18885,Functional
Western Bahr el Ghazal,Jur River,Mbi PHCU,PHCU,MoH,7.51899,28.19623,Functional
Western Bahr el Ghazal,Jur River,Kuajena PHCU,PHCU,MoH,7.50804,28.26975,Functional
Western Bahr el Ghazal,Jur River,Wadalel PHCU,PHCU,MoH,7.48937,28.05429,Functional
Western Bahr el Ghazal,Jur River,Medil PHCU,PHCU,MoH,7.308305,28.263451,Functional
Western Bahr el Ghazal,Jur River,Kapara PHCU Church,PHCU,MoH,7.304055,28.486143,Non Functional
Western Bahr el Ghazal,Jur River,Mapel PHCC,PHCC,MoH,7.296,28.43921,Functional
Western Bahr el Ghazal,Jur River,Chono PHCU,PHCU,MoH,7.08966,28.37461,Functional
Western Bahr el Ghazal,Raga,Timsah PHCU,PHCU,MoH,9.54947,25.48084,Functional
Western Bahr el Ghazal,Raga,Magawa PHCU,PHCU,MoH,9.29154,25.47377,Functional
Western Bahr el Ghazal,Raga,Sabrine PHCU,PHCU,MoH,9.17422,25.55372,Functional
Western Bahr el Ghazal,Raga,Deleba PHCU,PHCU,MoH,8.78998,26.04838,Functional
Western Bahr el Ghazal,Raga,Gete Rajiel PHCU,PHCU,MoH,8.53993,25.64126,Functional
Western Bahr el Ghazal,Raga,Mayonga PHCC,PHCC,MoH,8.49325,25.66954,Functional
Western Bahr el Ghazal,Raga,Raja Military PHCU,PHCU,MoH,8.48549,25.6745,Non Functional
Western Bahr el Ghazal,Raga,Menamba PHCU,PHCU,MoH,8.48413,25.19723,Functional
Western Bahr el Ghazal,Raga,Deimjallab PHCU,PHCU,MoH,8.481628,25.326745,Functional
Western Bahr el Ghazal,Raga,Menamba B PHCU,PHCU,MoH,8.474,25.18997,Functional
Western Bahr el Ghazal,Raga,Raga County Hospital,County Hospital,MoH,8.46925,25.67662,Functional
Western Bahr el Ghazal,Raga,Boro Medina PHCC,PHCC,MoH,8.46407,24.81583,Functional
Western Bahr el Ghazal,Raga,Katta PHCU,PHCU,MoH,8.440571,25.003206,Functional
Western Bahr el Ghazal,Raga,Magayat PHCU,PHCU,MoH,8.22319,25.86001,Functional
Western Bahr el Ghazal,Raga,Sopo PHCU,PHCU,MoH,8.02544,26.04428,Functional
Western Bahr el Ghazal,Raga,Bili PHCU,PHCU,MoH,7.76007,26.13807,Functional
Western Bahr el Ghazal,Raga,Kuru PHCU,PHCU,MoH,7.71858,26.49702,Functional
Western Bahr el Ghazal,Raga,Diew Zubier PHCC,PHCC,MoH,7.71458,26.19593,Functional
Western Bahr el Ghazal,Raja,Gosinga PHCU,PHCU,MoH,8.65321,25.97376,Non Functional
Western Bahr el Ghazal,Raja,Kur Shamam PHCU,PHCU,MoH,8.53468,25.76855,Non Functional
Western Bahr el Ghazal,Raja,Lampa PHCU,PHCU,MoH,8.45436,25.68628,Non Functional
Western Bahr el Ghazal,Raja,Kur Malang PHCU,PHCU,MoH,8.44074,25.69575,Non Functional
Western Bahr el Ghazal,Raja,Kur Seliek PHCU,PHCU,MoH,7.70993,26.38972,Non Functional
Western Bahr el Ghazal,Raja,Bonio PHCU,PHCU,MoH,7.6868,26.32318,Non Functional
Western Bahr el Ghazal,Wau,Rihanfeai PHCU,PHCU,MoH,7.89585,27.66806,Functional
Western Bahr el Ghazal,Wau,Agur PHCU,PHCU,MoH,7.79514,27.903193,Non functional
Western Bahr el Ghazal,Wau,Khorganna PHCU,PHCU,MoH,7.78852,27.15313,Functional
Western Bahr el Ghazal,Wau,Besselia PHCC,PHCC,MoH,7.76616,27.69969,Functional
Western Bahr el Ghazal,Wau,Ngomba PHCU,PHCU,MoH,7.76525,27.63476,Functional
Western Bahr el Ghazal,Wau,Fango Nuer PHCU,PHCU,MoH,7.7611,27.2648,Functional
Western Bahr el Ghazal,Wau,Ngongba PHCU,PHCU,MoH,7.76003,27.652933,Functional
Western Bahr el Ghazal,Wau,Kabi PHCU,PHCU,MoH,7.75002,27.7582,Functional
Western Bahr el Ghazal,Wau,Abushaka PHCU,PHCU,MoH,7.71687,27.83325,Functional
Western Bahr el Ghazal,Wau,Hai Dinka PHCC,PHCC,MoH,7.71471,27.9988,Functional
Western Bahr el Ghazal,Wau,Sika Hadid PHCC,PHCC,MoH,7.71394,27.98782,Functional
Western Bahr el Ghazal,Wau,Mboro PHCU,PHCU,MoH,7.71313,27.72536,Functional
Western Bahr el Ghazal,Wau,Ngolingbo A PHCU,PHCU,MoH,7.708569,27.853455,Non functional
Western Bahr el Ghazal,Wau,Korajor PHCU,PHCU,MoH,7.708319,26.915185,Functional
Western Bahr el Ghazal,Wau,Grinti PHCC Military,PHCC,MoH,7.707738,27.981775,Functional
Western Bahr el Ghazal,Wau,Muktah PHCC,PHCC,MoH,7.70666,27.99438,Functional
Western Bahr el Ghazal,Wau,Kalvario PHCU,PHCU,MoH,7.70317,27.97817,Functional
Western Bahr el Ghazal,Wau,Hai bafra PHCU,PHCU,MoH,7.703154,27.979411,Functional
Western Bahr el Ghazal,Wau,Wau Teaching Hospital,Teaching Hospital,MoH,7.69702,28.00446,Functional
Western Bahr el Ghazal,Wau,Lokoloko PHCC,PHCC,MoH,7.69551,27.97522,Functional
Western Bahr el Ghazal,Wau,Marakas Jerau PHCC,PHCC,MoH,7.69474,27.98901,Non Functional
Western Bahr el Ghazal,Wau,Yabulu PHCU,PHCU,MoH,7.688646,26.986275,Functional
Western Bahr el Ghazal,Wau,Jebel Kheir PHCC,PHCC,MoH,7.68187,27.98443,Functional
Western Bahr el Ghazal,Wau,St. Mary PHCC,PHCC,MoH,7.68041,28.00158,Non Functional
Western Bahr el Ghazal,Wau,Bazia Jedid PHCC,PHCC,MoH,7.67869,27.99417,Functional
Western Bahr el Ghazal,Wau,Mangayat PHCU,PHCU,MoH,7.667964,27.844695,Functional
Western Bahr el Ghazal,Wau,Ndaku PHCU,PHCU,MoH,7.66242,27.72513,Functional
Western Bahr el Ghazal,Wau,Natabu PHCU,PHCU,MoH,7.66156,27.95499,Functional
Western Bahr el Ghazal,Wau,Canning Factory PHCU,PHCU,MoH,7.6573,28.02693,Functional
Western Bahr el Ghazal,Wau,Ngolimbo APHCU,PHCU,MoH,7.6501,27.87949,Functional
Western Bahr el Ghazal,Wau,Nglimbo B PHCU,PHCU,MoH,7.64995,27.87957,Non Functional
Western Bahr el Ghazal,Wau,Ngovendegu PHCU,PHCU,MoH,7.63605,27.72731,Non Functional
Western Bahr el Ghazal,Wau,Ngohalima B PHCU,PHCU,MoH,7.63332,27.83178,Functional
Western Bahr el Ghazal,Wau,Agok PHCC,PHCC,MoH,7.627945,28.012589,Functional
Western Bahr el Ghazal,Wau,Bringi PHCU,PHCU,MoH,7.62754,27.90199,Functional
Western Bahr el Ghazal,Wau,Ngoku PHCU,PHCU,MoH,7.62127,27.80586,Functional
Western Bahr el Ghazal,Wau,Ngohalima A PHCU,PHCU,MoH,7.61922,27.86641,Functional
Western Bahr el Ghazal,Wau,Momoi PHCU,PHCU,MoH,7.619178,27.978811,Functional
Western Bahr el Ghazal,Wau,Mamoi PHCU,PHCU,MoH,7.61893,27.97876,Functional
Western Bahr el Ghazal,Wau,Ngesa PHCU,PHCU,MoH,7.589785,27.750024,Functional
Western Bahr el Ghazal,Wau,Baggari PHCU,PHCU,MoH,7.57475,27.88943,Functional
Western Bahr el Ghazal,Wau,Bussery Primary Hc,PHCC,MoH,7.56475,27.96432,Functional
Western Bahr el Ghazal,Wau,Ngodakala PHCC,PHCC,MoH,7.5468,27.822,Functional
Western Bahr el Ghazal,Wau,Farjala PHCU,PHCU,MoH,7.52559,27.7705,Functional
Western Bahr el Ghazal,Wau,Halima PHCU,PHCU,MoH,7.52293,27.9239,Non Functional
Western Bahr el Ghazal,Wau,Nyosulu PHCU,PHCU,MoH,7.4602,27.82285,Non Functional
Western Bahr el Ghazal,Wau,Taban PHCU,PHCU,MoH,7.380378,27.967233,Functional
Western Bahr el Ghazal,Wau,Giatan PHCU,PHCU,MoH,7.27056,27.93949,Functional
Western Bahr el Ghazal,Wau,Maju PHCU,PHCU,MoH,7.17096,27.93851,Functional
Western Bahr el Ghazal,Wau,Kpaile-Baiza PHCC,PHCC,MoH,7.10747,27.93535,Functional
Western Bahr el Ghazal,Wau,Tirga PHCU,PHCC,MoH,6.995137,27.92839,Non Functional
Western Bahr el Ghazal,Wau,Aljazira PHCU,PHCU,MoH,0,0,Functional
Western Equatoria,Ezo,Moso PHCU,PHCU,MoH,5.33636,27.72,Functional
Western Equatoria,Ezo,Yangiri PHCC,PHCC,MoH,5.283235,27.791102,Functional
Western Equatoria,Ezo,Nagbabe PHCU,PHCU,MoH,5.206465,27.903969,Functional
Western Equatoria,Ezo,Bambaraze PHCU,PHCU,MoH,5.187297,27.651353,Functional
Western Equatoria,Ezo,Bariguna PHCU,PHCU,MoH,5.187297,27.651353,Functional
Western Equatoria,Ezo,Nanzinga PHCU,PHCU,MoH,5.183737,27.954579,Functional
Western Equatoria,Ezo,Bagidi  PHCU,PHCU,MoH,5.18261,27.66991,Functional
Western Equatoria,Ezo,Jangiri PHCC,PHCC,MoH,5.18145,27.95604,Functional
Western Equatoria,Ezo,Bandala PHCU,PHCU,MoH,5.154736,27.540794,Functional
Western Equatoria,Ezo,Baikpa PHCU,PHCU,MoH,5.09535,27.47464,Functional
Western Equatoria,Ezo,Napere PHCU Msf,PHCU,MoH,5.08087,27.4815,Functional
Western Equatoria,Ezo,Napere PHCU Wui,PHCU,MoH,5.07939,27.48119,Functional
Western Equatoria,Ezo,Ezo PHCC,PHCC,MoH,5.07711,27.46581,Functional
Western Equatoria,Ezo,Madoro PHCU,PHCU,MoH,5.07049,27.5349,Functional
Western Equatoria,Ezo,Ecs PHCU,PHCU,MoH,5.0689,27.46859,Functional
Western Equatoria,Ezo,C.R.C PHCC,PHCC,MoH,5.06792,27.4743,Functional
Western Equatoria,Ezo,Mangbangua PHCU,PHCU,MoH,5.053272,27.496993,Functional
Western Equatoria,Ezo,Mariagba PHCU,PHCU,MoH,5.03063,27.61457,Functional
Western Equatoria,Ezo,Baragu PHCU PHCU,PHCU,MoH,4.98241,27.68812,Functional
Western Equatoria,Ezo,Bafuka PHCU,PHCU,MoH,4.97822,27.7804,Functional
Western Equatoria,Ezo,Naandi PHCC,PHCC,MoH,4.97266,27.9118,Functional
Western Equatoria,Ezo,Diabio PHCU,PHCU,MoH,4.97167,28.02514,Functional
Western Equatoria,Ezo,Marangu PHCU,PHCU,MoH,4.962377,27.924786,Functional
Western Equatoria,Ezo,Andari PHCU,PHCU,MoH,4.94728,27.7254,Functional
Western Equatoria,Ezo,Nagasi PHCU,PHCU,MoH,4.920582,28.037195,Functional
Western Equatoria,Ezo,Bangangai PHCU,PHCU,MoH,4.907583,27.715362,Functional
Western Equatoria,Ezo,Yangura PHCU,PHCU,MoH,4.90745,27.703826,Functional
Western Equatoria,Ezo,Bariabande PHCU,PHCU,MoH,0,0,Functional
Western Equatoria,Ibba,Moruko PHCU,PHCU,MoH,5.18482,29.16204,Functional
Western Equatoria,Ibba,Tanamuko PHCU,PHCU,MoH,5.139959,28.777478,Non functional
Western Equatoria,Ibba,Rubu PHCU,PHCU,MoH,4.90564,29.34659,Functional
Western Equatoria,Ibba,Yosia PHCU,PHCU,MoH,4.90143,28.98519,Functional
Western Equatoria,Ibba,Manikakara PHCU,PHCU,MoH,4.84819,29.25498,Functional
Western Equatoria,Ibba,Madede PHCU,PHCU,MoH,4.798489,28.997605,Functional
Western Equatoria,Ibba,Maruko PHCU,PHCU,MoH,4.7983,29.05345,Functional
Western Equatoria,Ibba,Ibba PHCC,PHCC,MoH,4.79144,29.13352,Functional
Western Equatoria,Ibba,Pastor Poul Mc Iba D PHCU,PHCU,MoH,4.78997,29.14036,Functional
Western Equatoria,Ibba,Iggi PHCU,PHCU,MoH,4.58545,28.99,Functional
Western Equatoria,Maridi,Kosi PHCU,PHCU,MoH,5.51197,29.71056,Functional
Western Equatoria,Maridi,Woko PHCC,PHCC,MoH,5.36308,29.61889,Functional
Western Equatoria,Maridi,Amaki PHCU,PHCU,MoH,5.13809,29.47794,Functional
Western Equatoria,Maridi,Langua PHCU,PHCU,MoH,5.10655,29.98026,Functional
Western Equatoria,Maridi,Olo-PHCC,PHCC,MoH,5.08196,29.8293,Functional
