State,County,Facility_N,Facility_T,Owner,Latitude,Longitude,Functional
Central Equatoria,Juba,Tijor PHCU,PHCU,MoH,5.25926,31.23755,Functional
Central Equatoria,Juba,Gurulotogu PHCU,PHCU,MoH,5.19838,31.1993,Functional
Central Equatoria,Juba,Mongolla PHCC,PHCC,MoH,5.19657,31.76872,Functional
Central Equatoria,Juba,Buko PHCU,PHCU,MoH,5.180656,31.273385,Functional
Central Equatoria,Juba,Perisa PHCU,PHCU,MoH,5.1768,31.03338,Non Functional
Central Equatoria,Juba,Pirisa PHCU,PHCU,MoH,5.175689,31.033568,Functional
Central Equatoria,Juba,Dari PHCU_Bari,PHCU,MoH,5.16635,31.58655,Non Functional
Central Equatoria,Juba,Gimoro PHCU,PHCU,MoH,5.16604,31.14176,Functional
Central Equatoria,Juba,Jabor  PHCU,PHCU,MoH,5.152212,31.809888,Non functional
Central Equatoria,Juba,Kuse PHCU,PHCU,MoH,5.133449,31.375616,Non functional
Central Equatoria,Juba,Rokon PHCC,PHCC,MoH,5.13037,30.94164,Functional
Central Equatoria,Juba,Gugudu Primary PHCU,PHCU,MoH,5.111373,31.37495,Functional
Central Equatoria,Juba,Tendere PHCU,PHCU,MoH,5.107794,31.615771,Non functional
Central Equatoria,Juba,Ligi PHCU,PHCU,MoH,5.09218,31.30161,Functional
Central Equatoria,Juba,Wuna Torok PHCU,PHCU,MoH,5.080867,31.574374,Non functional
Central Equatoria,Juba,Makaro PHCU,PHCU,MoH,5.07983,31.44986,Functional
Central Equatoria,Juba,Sereng PHCU,PHCU,MoH,5.079561,30.951009,Functional
Central Equatoria,Juba,Merkio PHCU,PHCU,MoH,5.076323,30.998338,Functional
Central Equatoria,Juba,Lumonik PHCU,PHCU,MoH,5.064412,31.533324,Non functional
Central Equatoria,Juba,Walawalang PHCU,PHCU,MoH,5.062528,31.315013,Functional
Central Equatoria,Juba,Darsuk PHCU,PHCU,MoH,5.061662,31.313261,Non functional
Central Equatoria,Juba,Luala PHCU,PHCU,MoH,5.026,31.651,Functional
Central Equatoria,Juba,Magor Kolo PHCU,PHCU,MoH,5.022666,31.100147,Functional
Central Equatoria,Juba,Logo (Tibari) PHCU,PHCU,MoH,5.01774,31.72347,Functional
Central Equatoria,Juba,Sermon PHCU,PHCU,MoH,5.01585,31.113195,Functional
Central Equatoria,Juba,Nyamani PHCU,PHCU,MoH,5.014951,31.55741,Functional
Central Equatoria,Juba,Jokaki PHCU,PHCU,MoH,4.992497,31.867656,Functional
Central Equatoria,Juba,Kwerejik Lurit PHCU,PHCU,MoH,4.991023,31.558382,Non Functional
Central Equatoria,Juba,Yapa PHCU,PHCU,MoH,4.988586,31.608212,Functional
Central Equatoria,Juba,Kabo PHCU,PHCU,MoH,4.982659,31.527645,Non functional
Central Equatoria,Juba,Luri Jebel PHCU,PHCU,MoH,4.978942,31.559067,Functional
Central Equatoria,Juba,Jebel Lokiyoro PHCU,PHCU,MoH,4.971601,31.564939,Non functional
Central Equatoria,Juba,Mobil PHCU,PHCU,MoH,4.95924,31.63414,Non Functional
Central Equatoria,Juba,Kuda HC,PHCC,MoH,4.957377,31.225256,Functional
Central Equatoria,Juba,Toko-Kotulu PHCU,PHCU,MoH,4.948493,30.914018,Functional
Central Equatoria,Juba,Mokido PHCU,PHCU,MoH,4.945719,31.581947,Functional
Central Equatoria,Juba,Lopepe PHCU,PHCU,MoH,4.943293,31.570871,Non functional
Central Equatoria,Juba,Maremo PHCU,PHCU,MoH,4.94139,31.434428,Non functional
Central Equatoria,Juba,Kwerejik Luri PHCU,PHCU,MoH,4.93431,31.587435,Functional
Central Equatoria,Juba,Nyamin PHCU,PHCU,MoH,4.93129,31.3396,Functional
Central Equatoria,Juba,Magor kole PHCU,PHCU,MoH,4.918465,31.420143,Non functional
Central Equatoria,Juba,Nyara PHCU,PHCU,MoH,4.916681,31.249961,Functional
Central Equatoria,Juba,Gondokoro PHCU,PHCU,MoH,4.912811,31.65339,Non functional
Central Equatoria,Juba,Belpham Medical Hq,PHCC,MoH,4.911947,31.598795,Functional
Central Equatoria,Juba,Gondokoro Main Land PHCU,PHCU,MoH,4.907979,31.662782,Non functional
Central Equatoria,Juba,Bilingi PHCU,PHCU,MoH,4.90331,31.37985,Non Functional
Central Equatoria,Juba,Tombur PHCU,PHCU,MoH,4.903074,31.546231,Functional
Central Equatoria,Juba,Luri Rokwe PHCU,PHCU,MoH,4.89822,31.59559,Functional
Central Equatoria,Juba,New Site Clinic PHCC,PHCC,MoH,4.897349,31.589256,Functional
Central Equatoria,Juba,Katigiri PHCC,PHCC,MoH,4.89349,30.83171,Functional
Central Equatoria,Juba,Kera PHCC,PHCC,MoH,4.89303,30.83391,Functional
Central Equatoria,Juba,Mugiri PHCC,PHCC,MoH,4.88839,31.85532,Functional
Central Equatoria,Juba,Luri Somba  PHCU,PHCU,MoH,4.88728,31.40317,Functional
Central Equatoria,Juba,Luri Somba PHCU,PHCU,MoH,4.88728,31.40317,Functional
Central Equatoria,Juba,Mogiri PHCU_Juba,PHCU,MoH,4.887082,31.856049,Functional
Central Equatoria,Juba,Walang Walang PHCU,PHCU,MoH,4.883394,31.625707,Functional
Central Equatoria,Juba,Sure PHCU,PHCU,MoH,4.882183,31.177113,Functional
Central Equatoria,Juba,Gimora PHCU,PHCU,MoH,4.877679,31.567885,Functional
Central Equatoria,Juba,Gudele PHCU,PHCU,MoH,4.874239,31.550465,Functional
Central Equatoria,Juba,Gurei PHCU,PHCU,MoH,4.872893,31.51205,Functional
Central Equatoria,Juba,Juba Gureyi PHCU,PHCU,MoH,4.86667,31.51851,Non Functional
Central Equatoria,Juba,Ghabat PHCU,PHCU,MoH,4.86629,31.545493,Functional
Central Equatoria,Juba,Gudele (107) PHCU,PHCU,MoH,4.866166,31.561932,Functional
Central Equatoria,Juba,Kimu PHCU,PHCU,MoH,4.865048,31.56285,Functional
Central Equatoria,Juba,Gudele Bk 4 PHCU,PHCU,MoH,4.864066,31.554057,Functional
Central Equatoria,Juba,Munuki Health Center,PHCC,MoH,4.863435,31.579331,Functional
Central Equatoria,Juba,St.Kizito Health C,PHCC,MoH,4.859975,31.570405,Functional
Central Equatoria,Juba,Good Sheperd Clinic PHCC,PHCC,MoH,4.859201,31.60876,Functional
Central Equatoria,Juba,Seven Days Adventist,PHCU,Mission-NGO,4.856503,31.577708,Functional
Central Equatoria,Juba,Bilinang PHCU,PHCU,MoH,4.85426,31.79102,Functional
Central Equatoria,Juba,Juba Teaching Hospital,Teaching Hospital,MoH,4.850948,31.608209,Functional
Central Equatoria,Juba,Juba Police Hospital,State Hospital,MoH,4.849521,31.591479,Functional
Central Equatoria,Juba,Aic Buluk PHCU,PHCU,MoH,4.847982,31.593077,Functional
Central Equatoria,Juba,Ustratuna PHCC,PHCC,MoH,4.847688,31.604564,Functional
Central Equatoria,Juba,Morobo Clinic (PHCU),PHCU,MoH,4.846972,31.581127,Functional
Central Equatoria,Juba,Nyokuron Health C,PHCC,MoH,4.845965,31.579078,Functional
Central Equatoria,Juba,Nyoro PHCU,PHCU,MoH,4.84026,30.93811,Non Functional
Central Equatoria,Juba,Monoji PHCU,PHCU,MoH,4.838145,31.658993,Non functional
Central Equatoria,Juba,Malakia PHCU,PHCU,MoH,4.834641,31.602685,Functional
Central Equatoria,Juba,Mahad Primary Sch.,PHCC,MoH,4.831202,31.610977,Functional
Central Equatoria,Juba,Kator Health Centre,PHCC,MoH,4.831026,31.596545,Functional
Central Equatoria,Juba,Sacret Heart PHCC,PHCC,MoH,4.828631,31.600916,Functional
Central Equatoria,Juba,Kator Sacret Heart PHCU,PHCU,MoH,4.825121,31.592286,Functional
Central Equatoria,Juba,Nyomori PHCU,PHCU,MoH,4.815553,30.883202,Functional
Central Equatoria,Juba,Roja PHCU,PHCU,MoH,4.81554,30.88008,Functional
Central Equatoria,Juba,Gumbo PHCU,PHCU,MoH,4.8149,31.62267,Functional
Central Equatoria,Juba,Lologo PHCC,PHCC,MoH,4.812768,31.595305,Functional
Central Equatoria,Juba,Gwadiang West PHCU,PHCU,MoH,4.811942,31.566775,Functional
Central Equatoria,Juba,Madikolok PHCU,PHCU,MoH,4.77947,30.921,Functional
Central Equatoria,Juba,Tulyang PHCU,PHCU,MoH,4.77947,30.92111,Non Functional
Central Equatoria,Juba,Rajaf East PHCU,PHCU,MoH,4.751636,31.609452,Functional
Central Equatoria,Juba,Rajaf PHCU,PHCU,MoH,4.75001,31.578963,Functional
Central Equatoria,Juba,Rajaf West PHCU,PHCU,MoH,4.744186,31.592178,Functional
Central Equatoria,Juba,Lotemba PHCU,PHCU,MoH,4.73875,30.93536,Functional
Central Equatoria,Juba,Gorom PHCU,PHCU,MoH,4.727138,31.592997,Functional
Central Equatoria,Juba,Lomega PHCU,PHCU,MoH,4.726748,31.655447,Non functional
Central Equatoria,Juba,Odemo PHCU,PHCU,MoH,4.705136,31.758468,Non functional
Central Equatoria,Juba,Ngangala PHCU,PHCU,MoH,4.70458,31.92032,Functional
Central Equatoria,Juba,Pager PHCU_Rajaf,PHCU,MoH,4.69733,31.608519,Functional
Central Equatoria,Juba,Kura Angereb PHCU,PHCU,MoH,4.696524,31.723831,Functional
Central Equatoria,Juba,Nesitu PHCU,PHCU,MoH,4.69212,31.703228,Functional
Central Equatoria,Juba,Ngulere PHCU,PHCU,MoH,4.69197,31.96188,Functional
Central Equatoria,Juba,Jalite Gikokue PHCU,PHCU,MoH,4.68939,31.85753,Functional
Central Equatoria,Juba,Jandoru PHCU,PHCU,MoH,4.686173,31.580388,Functional
Central Equatoria,Juba,Ilyangiri PHCU,PHCU,MoH,4.67691,32.03556,Functional
Central Equatoria,Juba,Iliangari PHCU,PHCU,MoH,4.675482,32.036243,Functional
Central Equatoria,Juba,Bungu PHCU,PHCU,MoH,4.6644,31.396121,Functional
Central Equatoria,Juba,Ngerjebi PHCU,PHCU,MoH,4.657322,31.71157,Functional
Central Equatoria,Juba,Kwerejik Bungu PHCU,PHCU,MoH,4.654362,31.387675,Functional
Central Equatoria,Juba,Kworojik Bungu PHCU,PHCU,MoH,4.649765,31.388061,Functional
Central Equatoria,Juba,Mengele PHCU,PHCU,MoH,4.63671,30.94056,Functional
Central Equatoria,Juba,Mankaro PHCU,PHCU,MoH,4.60194,30.96091,Functional
Central Equatoria,Juba,Malakan PHCU,PHCU,MoH,4.58428,31.02607,Functional
Central Equatoria,Juba,Langabu PHCU,PHCU,MoH,4.563805,32.053792,Non functional
Central Equatoria,Juba,Wonduruba PHCC,PHCC,MoH,4.518334,31.032838,Functional
Central Equatoria,Juba,Moje PHCU,PHCU,MoH,4.46051,31.02675,Functional
Central Equatoria,Juba,Ganji PHCC,PHCC,MoH,4.45425,31.20977,Functional
Central Equatoria,Juba,Kagwada PHCU,PHCU,MoH,4.45423,31.20977,Functional
Central Equatoria,Juba,Sindiru PHCU,PHCU,MoH,4.444097,31.608329,Non functional
Central Equatoria,Juba,St Luke PHCU,PHCU,MoH,4.43854,31.034717,Functional
Central Equatoria,Juba,Pager PHCU_Lobonok,PHCU,MoH,4.391167,31.921134,Functional
Central Equatoria,Juba,Kubi PHCU,PHCU,MoH,4.39024,31.92267,Functional
Central Equatoria,Juba,Morsack PHCU,PHCU,MoH,4.3876,31.59348,Functional
Central Equatoria,Juba,Lirya Health Centre,PHCC,MoH,4.38563,32.04642,Functional
Central Equatoria,Juba,Kelang PHCU,PHCU,MoH,4.374104,31.958287,Functional
Central Equatoria,Juba,Aru PHCU,PHCU,MoH,4.36354,31.9846,Functional
Central Equatoria,Juba,Langi PHCU,PHCU,MoH,4.36341,31.32724,Functional
Central Equatoria,Juba,Lobonok PHCU,PHCU,MoH,4.2951,31.620817,Functional
Central Equatoria,Juba,Nyarjuw PHCU,PHCU,MoH,4.26681,31.35286,Non Functional
Central Equatoria,Juba,Kit One PHCU,PHCU,MoH,4.21345,31.99505,Functional
Central Equatoria,Juba,Pager Military PHCU,PHCU,MoH,4.20197,31.63442,Functional
Central Equatoria,Juba,Karpeto PHCU,PHCU,MoH,4.122874,31.702317,Functional
Central Equatoria,Juba,Jurtong PHCC,PHCC,MoH,0,0,Non functional
Central Equatoria,Kajo-keji,Rodo PHCU,PHCU,MoH,4.04306,31.5245,Functional
Central Equatoria,Kajo-keji,Kamsuk PHCC,PHCC,MoH,4.01094,31.53514,Functional
Central Equatoria,Kajo-keji,Lori PHCU,PHCU,MoH,4.00609,31.50674,Functional
Central Equatoria,Kajo-keji,Kk Kala PHCU,PHCU,MoH,3.9824,31.25885,Functional
Central Equatoria,Kajo-keji,Kala PHCU,PHCU,MoH,3.973311,31.294037,Functional
Central Equatoria,Kajo-keji,Kk Mogiri PHCU,PHCU,MoH,3.95063,31.59526,Functional
Central Equatoria,Kajo-keji,Godoru PHCC,PHCC,MoH,3.93852,31.50059,Functional
Central Equatoria,Kajo-keji,Lora Kala PHCU,PHCU,MoH,3.937713,31.505509,Functional
Central Equatoria,Kajo-keji,Kk Jondale PHCU,PHCU,MoH,3.92903,31.53512,Functional
Central Equatoria,Kajo-keji,Kk Romogi PHCU,PHCU,MoH,3.90843,31.649891,Functional
Central Equatoria,Kajo-keji,Mondikolok PHCU,PHCU,MoH,3.908151,31.627496,Functional
Central Equatoria,Kajo-keji,Kk Lipe PHCC,PHCC,MoH,3.89665,31.62024,Functional
Central Equatoria,Kajo-keji,Mondi PHCU,PHCU,MoH,3.89376,31.48438,Functional
Central Equatoria,Kajo-keji,Kk Mere PHCU,PHCU,MoH,3.88952,31.67249,Functional
Central Equatoria,Kajo-keji,Kudaji PHCU,PHCU,MoH,3.88419,31.67036,Functional
Central Equatoria,Kajo-keji,Lora PHCU,PHCU,MoH,3.88119,31.3316,Functional
Central Equatoria,Kajo-keji,Orphanage PHCU,PHCU,MoH,3.878218,31.66711,Functional
Central Equatoria,Kajo-keji,Kk Longira PHCU,PHCU,MoH,3.87789,31.60106,Functional
Central Equatoria,Kajo-keji,Loro PHCU,PHCU,MoH,3.86989,31.16668,Functional
Central Equatoria,Kajo-keji,Kigwo PHCU,PHCU,MoH,3.86979,31.73908,Functional
Central Equatoria,Kajo-keji,Kasurak PHCU,PHCU,MoH,3.86267,31.53883,Functional
Central Equatoria,Kajo-keji,Longira PHCU,PHCU,MoH,3.857971,31.592475,Functional
Central Equatoria,Kajo-keji,Boroboro PHCU,PHCU,MoH,3.855383,31.38225,Functional
Central Equatoria,Kajo-keji,Kajokeji Civil Hospital,County Hospital,MoH,3.85234,31.65678,Functional
Central Equatoria,Kajo-keji,Ajira PHCU,PHCU,MoH,3.85206,31.65614,Functional
Central Equatoria,Kajo-keji,Kerwa PHCU_2,PHCU,MoH,3.85151,31.65594,Functional
Central Equatoria,Kajo-keji,Genesis Medical Care PHCC,PHCC,MoH,3.84892,31.65816,Functional
Central Equatoria,Kajo-keji,Saregoro PHCU,PHCU,MoH,3.84418,31.67882,Functional
Central Equatoria,Kajo-keji,Logili PHCU,PHCU,MoH,3.8436,31.63751,Functional
Central Equatoria,Kajo-keji,Ajio PHCU,PHCU,MoH,3.842248,31.19537,Functional
Central Equatoria,Kajo-keji,Kk Ajio PHCU,PHCU,MoH,3.83871,31.19507,Functional
Central Equatoria,Kajo-keji,Logu PHCU,PHCU,MoH,3.83556,31.61888,Functional
Central Equatoria,Kajo-keji,Tirye PHCU,PHCU,MoH,3.833483,31.640683,Functional
Central Equatoria,Kajo-keji,Lomin PHCU,PHCU,MoH,3.82487,31.65945,Functional
Central Equatoria,Kajo-keji,Leikor PHCU,PHCU,MoH,3.80778,31.66591,Functional
Central Equatoria,Kajo-keji,Moijo PHCU,PHCU,MoH,3.80469,31.79352,Functional
Central Equatoria,Kajo-keji,Limi Two PHCU,PHCU,MoH,3.80377,31.69846,Functional
Central Equatoria,Kajo-keji,Jondale PHCU,PHCU,MoH,3.803599,31.429739,Functional
Central Equatoria,Kajo-keji,Limi PHCU,PHCU,MoH,3.80276,31.71516,Functional
Central Equatoria,Kajo-keji,Manga Lotore PHCC,PHCC,MoH,3.80212,31.55097,Functional
Central Equatoria,Kajo-keji,Sokare PHCU,PHCU,MoH,3.79576,31.43041,Functional
Central Equatoria,Kajo-Keji,Liwolo Missionaries,County Hospital,MoH,3.79508,31.42986,Non Functional
Central Equatoria,Kajo-keji,Romogi PHCU,PHCU,MoH,3.786833,31.703917,Functional
Central Equatoria,Kajo-keji,Rungeta PHCU,PHCU,MoH,3.78321,31.36911,Functional
Central Equatoria,Kajo-keji,Bori PHCC,PHCC,MoH,3.77376,31.51023,Functional
Central Equatoria,Kajo-keji,Kiri PHCU,PHCU,MoH,3.77026,31.63504,Functional
Central Equatoria,Kajo-keji,Mere Guga PHCU,PHCU,MoH,3.76942,31.4869,Functional
Central Equatoria,Kajo-keji,Kkkangai PHCC,PHCC,MoH,3.76897,31.6568,Functional
Central Equatoria,Kajo-keji,Kk Jalimo PHCC,PHCC,MoH,3.75939,31.59883,Functional
Central Equatoria,Kajo-keji,Kinyiba PHCU,PHCU,MoH,3.73417,31.63479,Functional
Central Equatoria,Kajo-keji,Liteba PHCU,PHCU,MoH,3.726762,31.683066,Functional
Central Equatoria,Kajo-keji,Kk Gurujo PHCU,PHCU,MoH,3.72624,31.58257,Functional
Central Equatoria,Kajo-keji,Kerwa PHCU_1,PHCU,MoH,3.72622,31.58231,Functional
Central Equatoria,Kajo-keji,Sare Jale PHCU,PHCU,MoH,3.705298,31.676152,Functional
Central Equatoria,Kajo-keji,Wurta PHCU,PHCU,MoH,3.69507,31.55215,Functional
Central Equatoria,Kajo-keji,Bamurey PHCC,PHCC,MoH,3.66828,31.54816,Functional
Central Equatoria,Lainya,Jokari PHCU,PHCU,MoH,5.317595,31.046262,Non functional
Central Equatoria,Lainya,Bereka PHCU,PHCU,MoH,4.39846,31.04184,Functional
Central Equatoria,Lainya,Kuli Papa PHCU,PHCU,MoH,4.374879,31.116599,Functional
Central Equatoria,Lainya,Logwili PHCU,PHCU,MoH,4.37008,31.12116,Functional
Central Equatoria,Lainya,Fifty Eight Mile PHCU,PHCU,MoH,4.36838,31.11457,Functional
Central Equatoria,Lainya,Nyangele PHCU,PHCU,MoH,4.3582,30.9359,Functional
Central Equatoria,Lainya,Soka PHCU,PHCU,MoH,4.34952,30.7499,Functional
Central Equatoria,Lainya,Morta PHCU,PHCU,MoH,4.341151,31.075286,Non Functional
Central Equatoria,Lainya,Lainya PHCC_1,PHCC,MoH,4.340513,31.075173,Functional
Central Equatoria,Lainya,Rijongu PHCC,PHCC,MoH,4.3301,30.965772,Functional
Central Equatoria,Lainya,Loka Round PHCU,PHCU,MoH,4.27317,31.0196,Functional
Central Equatoria,Lainya,Lomilikin PHCU,PHCU,MoH,4.26411,30.9422,Functional
Central Equatoria,Lainya,Loka West PHCU,PHCU,MoH,4.254643,31.00007,Functional
Central Equatoria,Lainya,Gabat PHCU,PHCU,MoH,4.254383,31.000317,Functional
Central Equatoria,Lainya,Roronyo PHCU,PHCU,MoH,4.240411,30.715017,Functional
Central Equatoria,Lainya,Logwerle PHCU,PHCU,MoH,4.236374,30.973038,Functional
Central Equatoria,Lainya,Dimo 1 PHCU,PHCU,MoH,4.23394,30.674,Functional
Central Equatoria,Lainya,Yondoru PHCU,PHCU,MoH,4.22023,30.76613,Functional
Central Equatoria,Lainya,Kenyi PHCU,PHCU,MoH,4.20651,30.91298,Functional
Central Equatoria,Lainya,Lora PHCC,PHCC,MoH,4.20643,30.91297,Functional
Central Equatoria,Lainya,Logobero PHCU,PHCU,MoH,4.202243,30.693032,Functional
Central Equatoria,Lainya,Mandikolok PHCU,PHCU,MoH,4.169874,30.865315,Functional
Central Equatoria,Lainya,Limbe PHCC,PHCC,MoH,4.16106,30.86092,Functional
Central Equatoria,Lainya,Gumbiri PHCU,PHCU,MoH,4.158983,30.86145,Functional
Central Equatoria,Lainya,Seremon PHCU,PHCU,MoH,4.154832,30.838543,Functional
Central Equatoria,Lainya,Kirikwat PHCU,PHCU,MoH,4.14472,30.90916,Non Functional
Central Equatoria,Lainya,Komoi PHCU,PHCU,MoH,4.14465,30.68983,Functional
Central Equatoria,Lainya,Kupera PHCU,PHCU,MoH,4.1332,30.95379,Functional
Central Equatoria,Lainya,Dokuni PHCU,PHCU,MoH,4.124567,30.957767,Functional
Central Equatoria,Lainya,Kutali PHCU,PHCU,MoH,4.109167,30.906667,Functional
Central Equatoria,Lainya,Gbotoro PHCU,PHCU,MoH,4.10772,31.0924,Non Functional
Central Equatoria,Lainya,Nyagando PHCU,PHCU,MoH,4.07729,30.98545,Non Functional
Central Equatoria,Lainya,Parasak - Barajak PHCU,PHCU,MoH,4.0723,31.07208,Non Functional
Central Equatoria,Lainya,Gurujo PHCU,PHCU,MoH,4.06267,31.134844,Functional
Central Equatoria,Lainya,Limuro PHCU,PHCU,MoH,4.05827,31.05803,Functional
Central Equatoria,Lainya,Jamara PHCC,PHCC,MoH,4.04734,30.98237,Functional
Central Equatoria,Lainya,Dongoro PHCU,PHCU,MoH,4.04574,31.17844,Non Functional
Central Equatoria,Lainya,Mundu PHCU,PHCU,MoH,4.04018,31.01617,Functional
Central Equatoria,Lainya,Korobe PHCU,PHCU,MoH,4.03672,30.94495,Non Functional
Central Equatoria,Lainya,Kiju PHCU,PHCU,MoH,4.01543,31.198247,Non Functional
Central Equatoria,Lainya,Ginyabio PHCU,PHCU,MoH,3.9799,30.96952,Functional
Central Equatoria,Lainya,Lupayong PHCU,PHCC,MoH,3.90492,31.06091,Non Functional
Central Equatoria,Lainya,Wuji PHCU,PHCU,MoH,3.84054,31.07676,Functional
Central Equatoria,Lainya,Koyoki PHCU,PHCU,MoH,3.84026,31.07665,Functional
Central Equatoria,Lainya,Mogiri PHCU_Lainya,PHCU,MoH,0,0,Functional
Central Equatoria,Morobo,Yeribe PHCU,PHCU,MoH,3.92413,30.958101,Functional
Central Equatoria,Morobo,Geri PHCU,PHCU,MoH,3.831217,30.945967,Functional
Central Equatoria,Morobo,Lujulo PHCU,PHCU,MoH,3.812217,30.901983,Functional
Central Equatoria,Morobo,Panyume PHCU,PHCU,MoH,3.78104,30.9509,Functional
Central Equatoria,Morobo,Wudabi PHCU,PHCU,MoH,3.77297,30.61897,Functional
Central Equatoria,Morobo,Kendila PHCU,PHCU,MoH,3.75636,30.89182,Functional
Central Equatoria,Morobo,Aloto Rural Hospital,PHCC,MoH,3.7495,30.62502,Non Functional
Central Equatoria,Morobo,Yugufe PHCU,PHCU,MoH,3.71576,30.69331,Functional
Central Equatoria,Morobo,Morobo PHCC,PHCC,MoH,3.68784,30.77521,Functional
Central Equatoria,Morobo,Kangai PHCU,PHCU,MoH,3.687367,30.642867,Functional
Central Equatoria,Morobo,Lujulo PHCU,PHCU,MoH,3.67869,30.66458,Functional
Central Equatoria,Morobo,Yondu PHCU,PHCU,MoH,3.66275,30.89825,Functional
Central Equatoria,Morobo,Aboroto PHCU,PHCU,MoH,3.66037,30.70974,Functional
Central Equatoria,Morobo,Rodoba  PHCU,PHCU,MoH,3.6001,30.80723,Functional
Central Equatoria,Morobo,Kimba PHCU,PHCU,MoH,3.57971,30.8525,Functional
Central Equatoria,Morobo,Kaya PHCU,PHCU,MoH,3.55,30.88,Functional
Central Equatoria,Morobo,Yaya  PHCC,PHCC,MoH,3.549908,30.878656,Functional
Central Equatoria,Morobo,Hai Jebel PHCU,PHCU,MoH,3.542616,30.874868,Functional
Central Equatoria,Terekeka,Kiu PHCU,PHCU,MoH,6.20479,30.60062,Non Functional
Central Equatoria,Terekeka,Pagara PHCU,PHCU,MoH,6.01279,30.66555,Functional
Central Equatoria,Terekeka,Dari PHCU_Tali,PHCU,MoH,6.00588,30.75563,Non Functional
Central Equatoria,Terekeka,Makido PHCU,PHCU,MoH,5.96283,30.74117,Functional
Central Equatoria,Terekeka,Aken Well PHCU,PHCU,MoH,5.90718,30.82055,Non Functional
Central Equatoria,Terekeka,Tali PHCC,PHCC,MoH,5.89754,30.77169,Functional
Central Equatoria,Terekeka,Atiit PHCU,PHCU,MoH,5.89566,30.77165,Functional
Central Equatoria,Terekeka,Kerit- Nyumba PHCU,PHCU,MoH,5.854785,30.845205,Functional
Central Equatoria,Terekeka,Mading PHCU,PHCU,MoH,5.85209,30.79235,Functional
Central Equatoria,Terekeka,Yabisak PHCU,PHCU,MoH,5.821617,31.77141,Non functional
Central Equatoria,Terekeka,Tombek PHCC,PHCC,MoH,5.81126,31.68499,Functional
Central Equatoria,Terekeka,Mina PHCU,PHCU,MoH,5.80331,30.74158,Functional
Central Equatoria,Terekeka,Nyanga PHCU,PHCU,MoH,5.76809,31.04181,Functional
Central Equatoria,Terekeka,Wudu Bori PHCU,PHCU,MoH,5.74221,31.70062,Functional
Central Equatoria,Terekeka,Mijiki PHCU,PHCU,MoH,5.72395,30.84106,Functional
Central Equatoria,Terekeka,Gemaiza PHCU,PHCU,MoH,5.67939,31.79722,Functional
Central Equatoria,Terekeka,Mundari Bura PHCC,PHCC,MoH,5.67265,30.97458,Functional
Central Equatoria,Terekeka,Bori Aringa PHCU,PHCU,MoH,5.66097,31.6827,Non Functional
Central Equatoria,Terekeka,Tindilo PHCU,PHCU,MoH,5.654662,31.05777,Non Functional
Central Equatoria,Terekeka,Pojur PHCU,PHCU,MoH,5.644822,31.6938,Non functional
Central Equatoria,Terekeka,Muni PHCC,PHCC,MoH,5.64397,31.72024,Functional
Central Equatoria,Terekeka,Bekat PHCU,PHCU,MoH,5.64051,31.68706,Functional
Central Equatoria,Terekeka,Marakak PHCU,PHCU,MoH,5.61044,31.72825,Non Functional
Central Equatoria,Terekeka,Krot Nyumbo PHCU,PHCU,MoH,5.609374,31.033016,Non Functional
Central Equatoria,Terekeka,Loki PHCU,PHCU,MoH,5.608983,31.7177,Functional
Central Equatoria,Terekeka,Tukoro PHCU,PHCU,MoH,5.58414,31.71579,Functional
Central Equatoria,Terekeka,Nyikabur PHCU,PHCU,MoH,5.581417,31.824697,Functional
Central Equatoria,Terekeka,Yebisak PHCU,PHCU,MoH,5.57809,31.73093,Functional
Central Equatoria,Terekeka,Lokweni PHCU,PHCU,MoH,5.55536,31.71038,Functional
Central Equatoria,Terekeka,Myikabur PHCU,PHCU,MoH,5.55536,31.71039,Functional
Central Equatoria,Terekeka,Lowirja PHCU,PHCU,MoH,5.55147,31.52782,Functional
Central Equatoria,Terekeka,Kwornyang PHCU,PHCU,MoH,5.54322,31.54302,Functional
Central Equatoria,Terekeka,Korosomba PHCU,PHCU,MoH,5.541913,31.828686,Functional
Central Equatoria,Terekeka,Jai PHCU,PHCU,MoH,5.53819,31.82856,Non Functional
Central Equatoria,Terekeka,Kutuk Nawoko PHCU,PHCU,MoH,5.512257,31.580313,Functional
Central Equatoria,Terekeka,Wujugani PHCU,PHCU,MoH,5.50925,31.71109,Functional
Central Equatoria,Terekeka,Makamagor PHCU,PHCU,MoH,5.49197,31.61812,Functional
Central Equatoria,Terekeka,Meridi PHCU,PHCU,MoH,5.49009,31.6176,Functional
Central Equatoria,Terekeka,Lonai PHCU,PHCU,MoH,5.47846,31.43416,Functional
Central Equatoria,Terekeka,Molusuk PHCU,PHCU,MoH,5.461824,31.706401,Functional
Central Equatoria,Terekeka,Bura PHCU,PHCU,MoH,5.44586,31.37739,Functional
Central Equatoria,Terekeka,Terkeka Health C.,PHCC,MoH,5.438372,31.745791,Functional
Central Equatoria,Terekeka,Digala PHCU,PHCU,MoH,5.435135,31.749435,Functional
Central Equatoria,Terekeka,Gulukuk PHCU,PHCU,MoH,5.435119,31.537015,Functional
Central Equatoria,Terekeka,Adra PHCU,PHCU,MoH,5.43397,31.75039,Non Functional
Central Equatoria,Terekeka,Jonkok Payaya PHCU,PHCU,MoH,5.42531,31.16149,Functional
